ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History16OwnerRequest	history16ownerrequest	1590488073464	 	3.3.1
REQUEST	39		Home	1590488078315	1590488078320	OK	 
REQUEST	45		Home	1590488078315	1590488078321	OK	 
REQUEST	45		jquery-ui.theme.min.css	1590488078328	1590488078346	OK	 
REQUEST	45		jquery-ui.min.css	1590488078327	1590488078351	OK	 
REQUEST	45		jquery.min.js	1590488078347	1590488078362	OK	 
REQUEST	39		jquery-ui.min.css	1590488078325	1590488078363	OK	 
REQUEST	39		jquery-ui.theme.min.css	1590488078326	1590488078365	OK	 
REQUEST	45		jquery-ui.min.js	1590488078352	1590488078367	OK	 
REQUEST	45		bootstrap.min.js	1590488078362	1590488078370	OK	 
REQUEST	39		petclinic.css	1590488078325	1590488078373	OK	 
REQUEST	39		jquery.min.js	1590488078364	1590488078377	OK	 
REQUEST	39		jquery-ui.min.js	1590488078366	1590488078379	OK	 
REQUEST	45		petclinic.css	1590488078327	1590488078380	OK	 
REQUEST	39		bootstrap.min.js	1590488078375	1590488078382	OK	 
REQUEST	39		spring-pivotal-logo.png	1590488078327	1590488078383	OK	 
REQUEST	45		spring-pivotal-logo.png	1590488078329	1590488078383	OK	 
REQUEST	45		pets.png	1590488078329	1590488078385	OK	 
REQUEST	39		pets.png	1590488078327	1590488078385	OK	 
REQUEST	39		favicon.png	1590488078324	1590488078387	OK	 
REQUEST	45		favicon.png	1590488078326	1590488078388	OK	 
USER	OK	40	START	1590488078482	1590488078482
USER	Error	46	START	1590488078482	1590488078482
REQUEST	40		Home	1590488078482	1590488078486	OK	 
REQUEST	46		Home	1590488078482	1590488078488	OK	 
REQUEST	46		jquery-ui.theme.min.css	1590488078493	1590488078517	OK	 
REQUEST	40		jquery-ui.min.css	1590488078500	1590488078527	OK	 
REQUEST	46		jquery-ui.min.css	1590488078492	1590488078530	OK	 
REQUEST	40		jquery-ui.theme.min.css	1590488078501	1590488078531	OK	 
REQUEST	46		jquery.min.js	1590488078518	1590488078532	OK	 
REQUEST	40		jquery.min.js	1590488078528	1590488078538	OK	 
REQUEST	46		bootstrap.min.js	1590488078532	1590488078538	OK	 
REQUEST	40		jquery-ui.min.js	1590488078532	1590488078544	OK	 
REQUEST	46		jquery-ui.min.js	1590488078531	1590488078544	OK	 
REQUEST	46		favicon.png	1590488078491	1590488078545	OK	 
REQUEST	40		favicon.png	1590488078499	1590488078545	OK	 
REQUEST	46		pets.png	1590488078493	1590488078547	OK	 
REQUEST	40		bootstrap.min.js	1590488078539	1590488078547	OK	 
REQUEST	46		spring-pivotal-logo.png	1590488078494	1590488078548	OK	 
REQUEST	46		petclinic.css	1590488078491	1590488078549	OK	 
REQUEST	40		pets.png	1590488078502	1590488078551	OK	 
REQUEST	40		petclinic.css	1590488078500	1590488078552	OK	 
REQUEST	40		spring-pivotal-logo.png	1590488078502	1590488078554	OK	 
USER	OK	41	START	1590488078654	1590488078654
USER	Error	47	START	1590488078654	1590488078654
REQUEST	41		Home	1590488078655	1590488078661	OK	 
REQUEST	47		Home	1590488078655	1590488078662	OK	 
REQUEST	41		jquery-ui.theme.min.css	1590488078671	1590488078695	OK	 
REQUEST	47		jquery-ui.theme.min.css	1590488078672	1590488078696	OK	 
REQUEST	41		pets.png	1590488078673	1590488078696	OK	 
REQUEST	41		spring-pivotal-logo.png	1590488078674	1590488078700	OK	 
REQUEST	41		jquery.min.js	1590488078696	1590488078702	OK	 
REQUEST	47		jquery.min.js	1590488078697	1590488078706	OK	 
REQUEST	41		jquery-ui.min.js	1590488078697	1590488078709	OK	 
REQUEST	47		spring-pivotal-logo.png	1590488078675	1590488078712	OK	 
REQUEST	47		jquery-ui.min.js	1590488078706	1590488078717	OK	 
REQUEST	47		bootstrap.min.js	1590488078713	1590488078721	OK	 
REQUEST	47		jquery-ui.min.css	1590488078671	1590488078724	OK	 
REQUEST	41		bootstrap.min.js	1590488078701	1590488078725	OK	 
REQUEST	47		favicon.png	1590488078667	1590488078727	OK	 
REQUEST	47		petclinic.css	1590488078667	1590488078729	OK	 
REQUEST	41		jquery-ui.min.css	1590488078669	1590488078730	OK	 
REQUEST	41		favicon.png	1590488078667	1590488078732	OK	 
REQUEST	47		pets.png	1590488078674	1590488078733	OK	 
REQUEST	41		petclinic.css	1590488078667	1590488078735	OK	 
USER	OK	42	START	1590488078825	1590488078825
USER	Error	48	START	1590488078825	1590488078825
REQUEST	48		Home	1590488078826	1590488078829	OK	 
REQUEST	42		Home	1590488078826	1590488078829	OK	 
REQUEST	48		jquery-ui.min.css	1590488078833	1590488078847	OK	 
REQUEST	42		jquery-ui.min.css	1590488078833	1590488078847	OK	 
REQUEST	48		jquery-ui.theme.min.css	1590488078833	1590488078849	OK	 
REQUEST	42		jquery-ui.theme.min.css	1590488078833	1590488078851	OK	 
REQUEST	42		jquery.min.js	1590488078848	1590488078855	OK	 
REQUEST	48		jquery.min.js	1590488078848	1590488078859	OK	 
REQUEST	42		bootstrap.min.js	1590488078856	1590488078863	OK	 
REQUEST	42		jquery-ui.min.js	1590488078851	1590488078863	OK	 
REQUEST	48		bootstrap.min.js	1590488078860	1590488078866	OK	 
REQUEST	48		jquery-ui.min.js	1590488078849	1590488078867	OK	 
REQUEST	42		pets.png	1590488078834	1590488078868	OK	 
REQUEST	42		spring-pivotal-logo.png	1590488078834	1590488078870	OK	 
REQUEST	42		petclinic.css	1590488078832	1590488078871	OK	 
REQUEST	42		favicon.png	1590488078832	1590488078873	OK	 
REQUEST	48		spring-pivotal-logo.png	1590488078834	1590488078874	OK	 
REQUEST	48		favicon.png	1590488078832	1590488078875	OK	 
REQUEST	48		pets.png	1590488078834	1590488078876	OK	 
REQUEST	48		petclinic.css	1590488078832	1590488078878	OK	 
USER	OK	43	START	1590488078982	1590488078982
USER	Error	49	START	1590488078982	1590488078982
REQUEST	49		Home	1590488078983	1590488078995	OK	 
REQUEST	43		Home	1590488078983	1590488078995	OK	 
REQUEST	43		jquery-ui.min.css	1590488079006	1590488079026	OK	 
REQUEST	43		jquery-ui.theme.min.css	1590488079007	1590488079031	OK	 
REQUEST	49		jquery-ui.min.css	1590488079007	1590488079035	OK	 
REQUEST	43		jquery.min.js	1590488079027	1590488079051	OK	 
REQUEST	43		jquery-ui.min.js	1590488079032	1590488079058	OK	 
REQUEST	43		bootstrap.min.js	1590488079052	1590488079060	OK	 
REQUEST	49		jquery-ui.theme.min.css	1590488079009	1590488079065	OK	 
REQUEST	49		jquery-ui.min.js	1590488079065	1590488079078	OK	 
REQUEST	43		favicon.png	1590488079002	1590488079081	OK	 
REQUEST	49		bootstrap.min.js	1590488079079	1590488079088	OK	 
REQUEST	49		jquery.min.js	1590488079036	1590488079090	OK	 
REQUEST	43		petclinic.css	1590488079003	1590488079091	OK	 
REQUEST	43		pets.png	1590488079009	1590488079092	OK	 
REQUEST	49		favicon.png	1590488079005	1590488079093	OK	 
REQUEST	43		spring-pivotal-logo.png	1590488079011	1590488079093	OK	 
REQUEST	49		spring-pivotal-logo.png	1590488079013	1590488079096	OK	 
REQUEST	49		pets.png	1590488079011	1590488079096	OK	 
REQUEST	49		petclinic.css	1590488079005	1590488079097	OK	 
USER	OK	44	START	1590488079154	1590488079154
USER	Error	50	START	1590488079154	1590488079154
REQUEST	44		Home	1590488079155	1590488079159	OK	 
REQUEST	50		Home	1590488079155	1590488079159	OK	 
REQUEST	44		jquery-ui.theme.min.css	1590488079163	1590488079175	OK	 
REQUEST	50		jquery-ui.min.css	1590488079162	1590488079176	OK	 
REQUEST	50		jquery-ui.theme.min.css	1590488079163	1590488079176	OK	 
REQUEST	44		jquery-ui.min.css	1590488079162	1590488079178	OK	 
REQUEST	50		jquery.min.js	1590488079176	1590488079183	OK	 
REQUEST	44		jquery.min.js	1590488079176	1590488079183	OK	 
REQUEST	50		jquery-ui.min.js	1590488079177	1590488079188	OK	 
REQUEST	50		bootstrap.min.js	1590488079183	1590488079192	OK	 
REQUEST	44		jquery-ui.min.js	1590488079179	1590488079193	OK	 
REQUEST	44		spring-pivotal-logo.png	1590488079164	1590488079194	OK	 
REQUEST	50		pets.png	1590488079163	1590488079194	OK	 
REQUEST	50		spring-pivotal-logo.png	1590488079164	1590488079195	OK	 
REQUEST	50		favicon.png	1590488079161	1590488079196	OK	 
REQUEST	44		favicon.png	1590488079161	1590488079196	OK	 
REQUEST	44		petclinic.css	1590488079161	1590488079197	OK	 
REQUEST	50		petclinic.css	1590488079161	1590488079198	OK	 
REQUEST	44		pets.png	1590488079163	1590488079210	OK	 
REQUEST	44		bootstrap.min.js	1590488079184	1590488079210	OK	 
USER	OK	51	START	1590488079295	1590488079295
USER	Error	57	START	1590488079295	1590488079295
REQUEST	57		Home	1590488079295	1590488079301	OK	 
REQUEST	51		Home	1590488079295	1590488079301	OK	 
REQUEST	51		jquery-ui.min.css	1590488079305	1590488079321	OK	 
REQUEST	51		jquery-ui.theme.min.css	1590488079306	1590488079323	OK	 
REQUEST	57		jquery-ui.theme.min.css	1590488079306	1590488079324	OK	 
REQUEST	57		favicon.png	1590488079304	1590488079329	OK	 
REQUEST	51		favicon.png	1590488079304	1590488079329	OK	 
REQUEST	51		jquery.min.js	1590488079322	1590488079331	OK	 
REQUEST	57		jquery.min.js	1590488079325	1590488079333	OK	 
REQUEST	51		bootstrap.min.js	1590488079330	1590488079338	OK	 
REQUEST	57		bootstrap.min.js	1590488079334	1590488079342	OK	 
REQUEST	57		jquery-ui.min.js	1590488079330	1590488079343	OK	 
REQUEST	57		jquery-ui.min.css	1590488079305	1590488079348	OK	 
REQUEST	57		pets.png	1590488079306	1590488079349	OK	 
REQUEST	51		pets.png	1590488079306	1590488079349	OK	 
REQUEST	51		jquery-ui.min.js	1590488079324	1590488079350	OK	 
REQUEST	57		spring-pivotal-logo.png	1590488079307	1590488079351	OK	 
REQUEST	51		spring-pivotal-logo.png	1590488079307	1590488079353	OK	 
REQUEST	57		petclinic.css	1590488079305	1590488079356	OK	 
REQUEST	51		petclinic.css	1590488079305	1590488079358	OK	 
USER	OK	52	START	1590488079466	1590488079466
USER	Error	58	START	1590488079466	1590488079466
REQUEST	58		Home	1590488079469	1590488079485	OK	 
REQUEST	52		Home	1590488079468	1590488079485	OK	 
REQUEST	52		jquery-ui.theme.min.css	1590488079501	1590488079528	OK	 
REQUEST	58		jquery-ui.theme.min.css	1590488079501	1590488079529	OK	 
REQUEST	52		jquery-ui.min.css	1590488079500	1590488079531	OK	 
REQUEST	58		jquery-ui.min.css	1590488079500	1590488079533	OK	 
REQUEST	52		jquery.min.js	1590488079529	1590488079540	OK	 
REQUEST	58		jquery.min.js	1590488079530	1590488079542	OK	 
REQUEST	58		jquery-ui.min.js	1590488079534	1590488079545	OK	 
REQUEST	52		jquery-ui.min.js	1590488079531	1590488079548	OK	 
REQUEST	52		bootstrap.min.js	1590488079541	1590488079549	OK	 
REQUEST	58		bootstrap.min.js	1590488079542	1590488079550	OK	 
REQUEST	52		spring-pivotal-logo.png	1590488079502	1590488079551	OK	 
REQUEST	58		spring-pivotal-logo.png	1590488079502	1590488079551	OK	 
REQUEST	52		favicon.png	1590488079499	1590488079555	OK	 
REQUEST	52		pets.png	1590488079501	1590488079556	OK	 
REQUEST	58		petclinic.css	1590488079499	1590488079558	OK	 
REQUEST	58		pets.png	1590488079501	1590488079560	OK	 
REQUEST	52		petclinic.css	1590488079499	1590488079560	OK	 
REQUEST	58		favicon.png	1590488079498	1590488079560	OK	 
USER	OK	53	START	1590488079638	1590488079638
REQUEST	53		Home	1590488079638	1590488079641	OK	 
REQUEST	53		favicon.png	1590488079644	1590488079648	OK	 
REQUEST	53		jquery.min.js	1590488079648	1590488079656	OK	 
REQUEST	53		jquery-ui.min.css	1590488079645	1590488079657	OK	 
REQUEST	53		jquery-ui.theme.min.css	1590488079645	1590488079658	OK	 
REQUEST	53		pets.png	1590488079646	1590488079660	OK	 
REQUEST	53		spring-pivotal-logo.png	1590488079646	1590488079662	OK	 
REQUEST	53		bootstrap.min.js	1590488079658	1590488079665	OK	 
REQUEST	53		jquery-ui.min.js	1590488079657	1590488079667	OK	 
USER	Error	59	START	1590488079671	1590488079671
REQUEST	53		petclinic.css	1590488079644	1590488079673	OK	 
REQUEST	59		Home	1590488079672	1590488079677	OK	 
REQUEST	59		jquery-ui.theme.min.css	1590488079681	1590488079692	OK	 
REQUEST	59		jquery-ui.min.css	1590488079680	1590488079694	OK	 
REQUEST	59		favicon.png	1590488079679	1590488079698	OK	 
REQUEST	59		jquery.min.js	1590488079693	1590488079701	OK	 
REQUEST	59		jquery-ui.min.js	1590488079695	1590488079705	OK	 
REQUEST	59		pets.png	1590488079681	1590488079707	OK	 
REQUEST	59		bootstrap.min.js	1590488079699	1590488079709	OK	 
REQUEST	59		petclinic.css	1590488079679	1590488079709	OK	 
REQUEST	59		spring-pivotal-logo.png	1590488079682	1590488079711	OK	 
USER	OK	54	START	1590488079795	1590488079795
REQUEST	54		Home	1590488079795	1590488079798	OK	 
REQUEST	54		jquery-ui.min.css	1590488079802	1590488079814	OK	 
REQUEST	54		jquery-ui.theme.min.css	1590488079804	1590488079816	OK	 
REQUEST	54		petclinic.css	1590488079802	1590488079817	OK	 
REQUEST	54		favicon.png	1590488079801	1590488079819	OK	 
REQUEST	54		jquery.min.js	1590488079815	1590488079823	OK	 
REQUEST	54		spring-pivotal-logo.png	1590488079806	1590488079824	OK	 
REQUEST	54		bootstrap.min.js	1590488079818	1590488079826	OK	 
REQUEST	54		jquery-ui.min.js	1590488079816	1590488079827	OK	 
USER	Error	60	START	1590488079826	1590488079826
REQUEST	54		pets.png	1590488079805	1590488079830	OK	 
REQUEST	60		Home	1590488079827	1590488079831	OK	 
REQUEST	60		jquery-ui.min.css	1590488079835	1590488079846	OK	 
REQUEST	60		jquery-ui.theme.min.css	1590488079836	1590488079848	OK	 
REQUEST	60		favicon.png	1590488079834	1590488079850	OK	 
REQUEST	60		jquery.min.js	1590488079847	1590488079857	OK	 
REQUEST	60		jquery-ui.min.js	1590488079849	1590488079861	OK	 
REQUEST	60		pets.png	1590488079837	1590488079863	OK	 
REQUEST	60		bootstrap.min.js	1590488079851	1590488079864	OK	 
REQUEST	60		petclinic.css	1590488079834	1590488079869	OK	 
REQUEST	60		spring-pivotal-logo.png	1590488079838	1590488079874	OK	 
USER	OK	55	START	1590488079966	1590488079966
REQUEST	55		Home	1590488079966	1590488079974	OK	 
REQUEST	55		jquery-ui.min.css	1590488079977	1590488079992	OK	 
REQUEST	55		jquery-ui.theme.min.css	1590488079978	1590488079996	OK	 
REQUEST	55		jquery.min.js	1590488079993	1590488080002	OK	 
REQUEST	55		jquery-ui.min.js	1590488079997	1590488080009	OK	 
USER	Error	61	START	1590488080011	1590488080011
REQUEST	55		bootstrap.min.js	1590488080002	1590488080013	OK	 
REQUEST	55		spring-pivotal-logo.png	1590488079979	1590488080016	OK	 
REQUEST	61		Home	1590488080011	1590488080016	OK	 
REQUEST	61		jquery-ui.min.css	1590488080021	1590488080034	OK	 
REQUEST	61		jquery-ui.theme.min.css	1590488080021	1590488080042	OK	 
REQUEST	61		jquery.min.js	1590488080034	1590488080051	OK	 
REQUEST	61		bootstrap.min.js	1590488080052	1590488080057	OK	 
REQUEST	61		favicon.png	1590488080019	1590488080058	OK	 
REQUEST	61		jquery-ui.min.js	1590488080042	1590488080063	OK	 
REQUEST	55		favicon.png	1590488079976	1590488080064	OK	 
REQUEST	55		petclinic.css	1590488079977	1590488080068	OK	 
REQUEST	61		pets.png	1590488080022	1590488080073	OK	 
REQUEST	55		pets.png	1590488079978	1590488080077	OK	 
REQUEST	61		petclinic.css	1590488080019	1590488080083	OK	 
REQUEST	61		spring-pivotal-logo.png	1590488080023	1590488080087	OK	 
USER	OK	56	START	1590488080138	1590488080138
REQUEST	56		Home	1590488080139	1590488080143	OK	 
REQUEST	56		jquery-ui.min.css	1590488080146	1590488080158	OK	 
REQUEST	56		jquery-ui.theme.min.css	1590488080147	1590488080160	OK	 
REQUEST	56		jquery.min.js	1590488080159	1590488080165	OK	 
REQUEST	56		bootstrap.min.js	1590488080166	1590488080175	OK	 
REQUEST	56		favicon.png	1590488080145	1590488080178	OK	 
REQUEST	56		jquery-ui.min.js	1590488080160	1590488080179	OK	 
USER	Error	62	START	1590488080180	1590488080180
REQUEST	56		petclinic.css	1590488080145	1590488080185	OK	 
REQUEST	62		Home	1590488080181	1590488080188	OK	 
REQUEST	56		pets.png	1590488080147	1590488080197	OK	 
REQUEST	62		jquery-ui.theme.min.css	1590488080192	1590488080209	OK	 
REQUEST	62		jquery-ui.min.css	1590488080192	1590488080210	OK	 
REQUEST	62		favicon.png	1590488080191	1590488080212	OK	 
REQUEST	62		jquery-ui.min.js	1590488080211	1590488080218	OK	 
REQUEST	62		pets.png	1590488080193	1590488080220	OK	 
REQUEST	62		bootstrap.min.js	1590488080212	1590488080222	OK	 
REQUEST	62		jquery.min.js	1590488080210	1590488080222	OK	 
REQUEST	56		spring-pivotal-logo.png	1590488080147	1590488080223	OK	 
REQUEST	62		spring-pivotal-logo.png	1590488080193	1590488080223	OK	 
REQUEST	62		petclinic.css	1590488080191	1590488080224	OK	 
USER	Error	68	START	1590488080325	1590488080325
USER	OK	63	START	1590488080325	1590488080325
REQUEST	63		Home	1590488080325	1590488080329	OK	 
REQUEST	68		Home	1590488080325	1590488080329	OK	 
REQUEST	68		jquery-ui.theme.min.css	1590488080333	1590488080354	OK	 
REQUEST	63		jquery-ui.min.css	1590488080333	1590488080356	OK	 
REQUEST	68		jquery-ui.min.css	1590488080332	1590488080357	OK	 
REQUEST	63		jquery.min.js	1590488080356	1590488080362	OK	 
REQUEST	63		jquery-ui.theme.min.css	1590488080334	1590488080363	OK	 
REQUEST	68		jquery.min.js	1590488080355	1590488080367	OK	 
REQUEST	68		jquery-ui.min.js	1590488080358	1590488080370	OK	 
REQUEST	63		bootstrap.min.js	1590488080364	1590488080375	OK	 
REQUEST	63		jquery-ui.min.js	1590488080362	1590488080376	OK	 
REQUEST	68		bootstrap.min.js	1590488080367	1590488080377	OK	 
REQUEST	68		petclinic.css	1590488080331	1590488080383	OK	 
REQUEST	63		petclinic.css	1590488080331	1590488080392	OK	 
REQUEST	63		spring-pivotal-logo.png	1590488080336	1590488080397	OK	 
REQUEST	68		spring-pivotal-logo.png	1590488080334	1590488080398	OK	 
REQUEST	63		favicon.png	1590488080331	1590488080399	OK	 
REQUEST	68		favicon.png	1590488080331	1590488080400	OK	 
REQUEST	68		pets.png	1590488080333	1590488080405	OK	 
REQUEST	63		pets.png	1590488080335	1590488080409	OK	 
USER	OK	64	START	1590488080525	1590488080525
USER	Error	69	START	1590488080525	1590488080525
REQUEST	64		Home	1590488080525	1590488080529	OK	 
REQUEST	69		Home	1590488080525	1590488080529	OK	 
REQUEST	64		jquery-ui.min.css	1590488080532	1590488080557	OK	 
REQUEST	64		jquery-ui.theme.min.css	1590488080532	1590488080560	OK	 
REQUEST	69		jquery-ui.min.css	1590488080540	1590488080560	OK	 
REQUEST	69		jquery-ui.theme.min.css	1590488080541	1590488080565	OK	 
REQUEST	64		jquery.min.js	1590488080558	1590488080567	OK	 
REQUEST	64		jquery-ui.min.js	1590488080561	1590488080572	OK	 
REQUEST	69		jquery.min.js	1590488080561	1590488080576	OK	 
REQUEST	64		bootstrap.min.js	1590488080567	1590488080577	OK	 
REQUEST	69		jquery-ui.min.js	1590488080566	1590488080581	OK	 
REQUEST	64		spring-pivotal-logo.png	1590488080533	1590488080583	OK	 
REQUEST	69		spring-pivotal-logo.png	1590488080542	1590488080584	OK	 
REQUEST	69		bootstrap.min.js	1590488080577	1590488080585	OK	 
REQUEST	64		favicon.png	1590488080531	1590488080587	OK	 
REQUEST	64		petclinic.css	1590488080531	1590488080590	OK	 
REQUEST	64		pets.png	1590488080533	1590488080591	OK	 
REQUEST	69		favicon.png	1590488080539	1590488080592	OK	 
REQUEST	69		petclinic.css	1590488080540	1590488080593	OK	 
REQUEST	69		pets.png	1590488080541	1590488080594	OK	 
USER	OK	65	START	1590488080725	1590488080725
USER	Error	70	START	1590488080725	1590488080725
REQUEST	70		Home	1590488080725	1590488080729	OK	 
REQUEST	65		Home	1590488080725	1590488080729	OK	 
REQUEST	70		jquery-ui.theme.min.css	1590488080732	1590488080744	OK	 
REQUEST	65		jquery-ui.min.css	1590488080732	1590488080746	OK	 
REQUEST	70		jquery-ui.min.css	1590488080732	1590488080751	OK	 
REQUEST	65		jquery.min.js	1590488080747	1590488080755	OK	 
REQUEST	70		jquery.min.js	1590488080745	1590488080756	OK	 
REQUEST	70		bootstrap.min.js	1590488080756	1590488080762	OK	 
REQUEST	70		jquery-ui.min.js	1590488080752	1590488080764	OK	 
REQUEST	70		favicon.png	1590488080731	1590488080765	OK	 
REQUEST	65		favicon.png	1590488080731	1590488080765	OK	 
REQUEST	65		jquery-ui.min.js	1590488080756	1590488080767	OK	 
REQUEST	65		petclinic.css	1590488080731	1590488080770	OK	 
REQUEST	70		petclinic.css	1590488080731	1590488080772	OK	 
REQUEST	65		spring-pivotal-logo.png	1590488080733	1590488080775	OK	 
REQUEST	65		bootstrap.min.js	1590488080765	1590488080775	OK	 
REQUEST	65		pets.png	1590488080733	1590488080776	OK	 
REQUEST	70		pets.png	1590488080733	1590488080777	OK	 
REQUEST	70		spring-pivotal-logo.png	1590488080733	1590488080778	OK	 
REQUEST	65		jquery-ui.theme.min.css	1590488080732	1590488080778	OK	 
USER	OK	66	START	1590488080927	1590488080927
USER	Error	71	START	1590488080927	1590488080927
REQUEST	66		Home	1590488080928	1590488080931	OK	 
REQUEST	71		Home	1590488080928	1590488080931	OK	 
REQUEST	66		jquery-ui.theme.min.css	1590488080938	1590488080968	OK	 
REQUEST	71		jquery-ui.min.css	1590488080934	1590488080974	OK	 
REQUEST	71		jquery-ui.theme.min.css	1590488080934	1590488080976	OK	 
REQUEST	66		jquery-ui.min.css	1590488080938	1590488080981	OK	 
REQUEST	66		jquery.min.js	1590488080969	1590488080990	OK	 
REQUEST	71		jquery-ui.min.js	1590488080977	1590488080993	OK	 
REQUEST	71		jquery.min.js	1590488080974	1590488080996	OK	 
REQUEST	71		bootstrap.min.js	1590488080993	1590488080999	OK	 
REQUEST	66		jquery-ui.min.js	1590488080982	1590488081000	OK	 
REQUEST	66		bootstrap.min.js	1590488080990	1590488081002	OK	 
