ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia18TestDiagnosis	historia18testdiagnosis	1590513708104	 	3.3.1
USER	VetWithoutDiagnosis	269	START	1590513711450	1590513711450
REQUEST	219		Home	1590513711450	1590513711452	OK	 
REQUEST	269		Home	1590513711450	1590513711452	OK	 
USER	VetWithDiagnosis	220	START	1590513711471	1590513711471
USER	VetWithoutDiagnosis	270	START	1590513711471	1590513711471
REQUEST	220		Home	1590513711471	1590513711473	OK	 
REQUEST	270		Home	1590513711471	1590513711473	OK	 
USER	VetWithDiagnosis	221	START	1590513711486	1590513711486
USER	VetWithoutDiagnosis	271	START	1590513711486	1590513711486
REQUEST	221		Home	1590513711486	1590513711488	OK	 
REQUEST	271		Home	1590513711486	1590513711488	OK	 
USER	VetWithoutDiagnosis	272	START	1590513711507	1590513711507
USER	VetWithDiagnosis	222	START	1590513711507	1590513711507
REQUEST	272		Home	1590513711508	1590513711510	OK	 
REQUEST	222		Home	1590513711508	1590513711510	OK	 
USER	VetWithDiagnosis	223	START	1590513711529	1590513711529
USER	VetWithoutDiagnosis	273	START	1590513711529	1590513711529
REQUEST	273		Home	1590513711530	1590513711531	OK	 
REQUEST	223		Home	1590513711530	1590513711531	OK	 
USER	VetWithDiagnosis	224	START	1590513711551	1590513711551
USER	VetWithoutDiagnosis	274	START	1590513711551	1590513711551
REQUEST	274		Home	1590513711551	1590513711553	OK	 
REQUEST	224		Home	1590513711551	1590513711553	OK	 
USER	VetWithDiagnosis	225	START	1590513711566	1590513711566
USER	VetWithoutDiagnosis	275	START	1590513711566	1590513711566
REQUEST	225		Home	1590513711566	1590513711568	OK	 
REQUEST	275		Home	1590513711566	1590513711568	OK	 
USER	VetWithDiagnosis	226	START	1590513711586	1590513711586
USER	VetWithoutDiagnosis	276	START	1590513711586	1590513711586
REQUEST	276		Home	1590513711587	1590513711589	OK	 
REQUEST	226		Home	1590513711587	1590513711589	OK	 
USER	VetWithDiagnosis	227	START	1590513711607	1590513711607
USER	VetWithoutDiagnosis	277	START	1590513711607	1590513711607
REQUEST	227		Home	1590513711608	1590513711610	OK	 
REQUEST	277		Home	1590513711608	1590513711610	OK	 
USER	VetWithDiagnosis	228	START	1590513711629	1590513711629
USER	VetWithoutDiagnosis	278	START	1590513711629	1590513711629
REQUEST	278		Home	1590513711629	1590513711631	OK	 
REQUEST	228		Home	1590513711629	1590513711631	OK	 
USER	VetWithoutDiagnosis	279	START	1590513711651	1590513711651
USER	VetWithDiagnosis	229	START	1590513711651	1590513711651
REQUEST	279		Home	1590513711651	1590513711653	OK	 
REQUEST	229		Home	1590513711651	1590513711653	OK	 
USER	VetWithDiagnosis	230	START	1590513711665	1590513711665
USER	VetWithoutDiagnosis	280	START	1590513711666	1590513711666
REQUEST	280		Home	1590513711666	1590513711668	OK	 
REQUEST	230		Home	1590513711666	1590513711668	OK	 
USER	VetWithoutDiagnosis	281	START	1590513711686	1590513711686
REQUEST	281		Home	1590513711687	1590513711689	OK	 
USER	VetWithDiagnosis	231	START	1590513711686	1590513711686
REQUEST	231		Home	1590513711700	1590513711702	OK	 
USER	VetWithoutDiagnosis	282	START	1590513711708	1590513711708
USER	VetWithDiagnosis	232	START	1590513711708	1590513711708
REQUEST	282		Home	1590513711708	1590513711710	OK	 
REQUEST	232		Home	1590513711708	1590513711710	OK	 
USER	VetWithoutDiagnosis	283	START	1590513711729	1590513711729
USER	VetWithDiagnosis	233	START	1590513711729	1590513711729
REQUEST	233		Home	1590513711729	1590513711731	OK	 
REQUEST	283		Home	1590513711729	1590513711731	OK	 
USER	VetWithoutDiagnosis	284	START	1590513711750	1590513711750
USER	VetWithDiagnosis	234	START	1590513711750	1590513711750
REQUEST	284		Home	1590513711751	1590513711753	OK	 
REQUEST	234		Home	1590513711751	1590513711753	OK	 
USER	VetWithoutDiagnosis	285	START	1590513711765	1590513711765
USER	VetWithDiagnosis	235	START	1590513711765	1590513711765
REQUEST	235		Home	1590513711766	1590513711768	OK	 
REQUEST	285		Home	1590513711766	1590513711768	OK	 
USER	VetWithDiagnosis	236	START	1590513711786	1590513711786
USER	VetWithoutDiagnosis	286	START	1590513711786	1590513711786
REQUEST	286		Home	1590513711786	1590513711788	OK	 
REQUEST	236		Home	1590513711786	1590513711788	OK	 
USER	VetWithoutDiagnosis	287	START	1590513711807	1590513711807
USER	VetWithDiagnosis	237	START	1590513711807	1590513711807
REQUEST	287		Home	1590513711807	1590513711810	OK	 
REQUEST	237		Home	1590513711807	1590513711810	OK	 
USER	VetWithDiagnosis	238	START	1590513711828	1590513711828
USER	VetWithoutDiagnosis	288	START	1590513711828	1590513711828
USER	VetWithoutDiagnosis	289	START	1590513711845	1590513711845
USER	VetWithDiagnosis	239	START	1590513711845	1590513711845
REQUEST	238		Home	1590513711843	1590513711848	OK	 
REQUEST	288		Home	1590513711844	1590513711848	OK	 
REQUEST	289		Home	1590513711846	1590513711850	OK	 
REQUEST	239		Home	1590513711846	1590513711850	OK	 
USER	VetWithDiagnosis	240	START	1590513711866	1590513711866
USER	VetWithoutDiagnosis	290	START	1590513711866	1590513711866
REQUEST	290		Home	1590513711867	1590513711869	OK	 
REQUEST	240		Home	1590513711867	1590513711869	OK	 
USER	VetWithDiagnosis	241	START	1590513711887	1590513711887
USER	VetWithoutDiagnosis	291	START	1590513711887	1590513711887
REQUEST	241		Home	1590513711887	1590513711889	OK	 
REQUEST	291		Home	1590513711887	1590513711889	OK	 
USER	VetWithoutDiagnosis	292	START	1590513711908	1590513711908
USER	VetWithDiagnosis	242	START	1590513711908	1590513711908
REQUEST	292		Home	1590513711908	1590513711911	OK	 
REQUEST	242		Home	1590513711908	1590513711911	OK	 
USER	VetWithoutDiagnosis	293	START	1590513711929	1590513711929
USER	VetWithDiagnosis	243	START	1590513711929	1590513711929
REQUEST	293		Home	1590513711929	1590513711931	OK	 
REQUEST	243		Home	1590513711929	1590513711931	OK	 
USER	VetWithDiagnosis	244	START	1590513711950	1590513711950
USER	VetWithoutDiagnosis	294	START	1590513711950	1590513711950
REQUEST	244		Home	1590513711951	1590513711953	OK	 
REQUEST	294		Home	1590513711951	1590513711953	OK	 
USER	VetWithoutDiagnosis	295	START	1590513711965	1590513711965
USER	VetWithDiagnosis	245	START	1590513711965	1590513711965
REQUEST	245		Home	1590513711966	1590513711968	OK	 
REQUEST	295		Home	1590513711966	1590513711968	OK	 
USER	VetWithDiagnosis	246	START	1590513711986	1590513711986
USER	VetWithoutDiagnosis	296	START	1590513711986	1590513711986
REQUEST	246		Home	1590513711987	1590513711988	OK	 
REQUEST	296		Home	1590513711987	1590513711988	OK	 
USER	VetWithDiagnosis	247	START	1590513712007	1590513712007
USER	VetWithoutDiagnosis	297	START	1590513712007	1590513712007
REQUEST	247		Home	1590513712007	1590513712010	OK	 
REQUEST	297		Home	1590513712007	1590513712010	OK	 
USER	VetWithDiagnosis	248	START	1590513712029	1590513712029
USER	VetWithoutDiagnosis	298	START	1590513712029	1590513712029
REQUEST	248		Home	1590513712029	1590513712031	OK	 
REQUEST	298		Home	1590513712029	1590513712031	OK	 
USER	VetWithDiagnosis	249	START	1590513712049	1590513712049
USER	VetWithoutDiagnosis	299	START	1590513712049	1590513712049
REQUEST	249		Home	1590513712050	1590513712052	OK	 
REQUEST	299		Home	1590513712050	1590513712052	OK	 
USER	VetWithoutDiagnosis	300	START	1590513712070	1590513712070
USER	VetWithDiagnosis	250	START	1590513712070	1590513712070
REQUEST	300		Home	1590513712070	1590513712072	OK	 
REQUEST	250		Home	1590513712070	1590513712072	OK	 
USER	VetWithDiagnosis	251	START	1590513712085	1590513712085
USER	VetWithoutDiagnosis	301	START	1590513712085	1590513712085
REQUEST	251		Home	1590513712086	1590513712088	OK	 
REQUEST	301		Home	1590513712086	1590513712088	OK	 
USER	VetWithDiagnosis	252	START	1590513712107	1590513712107
USER	VetWithoutDiagnosis	302	START	1590513712107	1590513712107
REQUEST	302		Home	1590513712107	1590513712110	OK	 
REQUEST	252		Home	1590513712107	1590513712110	OK	 
USER	VetWithDiagnosis	253	START	1590513712129	1590513712129
USER	VetWithoutDiagnosis	303	START	1590513712129	1590513712129
REQUEST	253		Home	1590513712129	1590513712132	OK	 
REQUEST	303		Home	1590513712129	1590513712132	OK	 
USER	VetWithDiagnosis	254	START	1590513712150	1590513712150
USER	VetWithoutDiagnosis	304	START	1590513712150	1590513712150
REQUEST	304		Home	1590513712150	1590513712152	OK	 
REQUEST	254		Home	1590513712150	1590513712152	OK	 
USER	VetWithDiagnosis	305	START	1590513712170	1590513712170
USER	VetWithoutDiagnosis	355	START	1590513712170	1590513712170
REQUEST	355		Home	1590513712171	1590513712172	OK	 
REQUEST	305		Home	1590513712171	1590513712172	OK	 
USER	VetWithoutDiagnosis	356	START	1590513712185	1590513712185
USER	VetWithDiagnosis	306	START	1590513712185	1590513712185
REQUEST	306		Home	1590513712186	1590513712187	OK	 
REQUEST	356		Home	1590513712186	1590513712187	OK	 
USER	VetWithDiagnosis	307	START	1590513712206	1590513712206
USER	VetWithoutDiagnosis	357	START	1590513712206	1590513712206
REQUEST	307		Home	1590513712206	1590513712209	OK	 
REQUEST	357		Home	1590513712206	1590513712209	OK	 
USER	VetWithDiagnosis	308	START	1590513712228	1590513712228
USER	VetWithoutDiagnosis	358	START	1590513712228	1590513712228
REQUEST	308		Home	1590513712228	1590513712230	OK	 
REQUEST	358		Home	1590513712228	1590513712230	OK	 
USER	VetWithDiagnosis	309	START	1590513712249	1590513712249
USER	VetWithoutDiagnosis	359	START	1590513712249	1590513712249
REQUEST	309		Home	1590513712250	1590513712252	OK	 
REQUEST	359		Home	1590513712250	1590513712252	OK	 
USER	VetWithoutDiagnosis	360	START	1590513712270	1590513712270
USER	VetWithDiagnosis	310	START	1590513712270	1590513712270
REQUEST	310		Home	1590513712271	1590513712274	OK	 
REQUEST	360		Home	1590513712271	1590513712274	OK	 
USER	VetWithoutDiagnosis	361	START	1590513712285	1590513712285
USER	VetWithDiagnosis	311	START	1590513712285	1590513712285
REQUEST	311		Home	1590513712286	1590513712288	OK	 
REQUEST	361		Home	1590513712286	1590513712288	OK	 
USER	VetWithoutDiagnosis	362	START	1590513712306	1590513712306
USER	VetWithDiagnosis	312	START	1590513712306	1590513712306
REQUEST	312		Home	1590513712307	1590513712309	OK	 
REQUEST	362		Home	1590513712307	1590513712309	OK	 
USER	VetWithDiagnosis	313	START	1590513712328	1590513712328
USER	VetWithoutDiagnosis	363	START	1590513712328	1590513712328
REQUEST	363		Home	1590513712329	1590513712331	OK	 
REQUEST	313		Home	1590513712329	1590513712331	OK	 
USER	VetWithDiagnosis	314	START	1590513712349	1590513712349
USER	VetWithoutDiagnosis	364	START	1590513712349	1590513712349
REQUEST	364		Home	1590513712350	1590513712351	OK	 
REQUEST	314		Home	1590513712350	1590513712351	OK	 
USER	VetWithDiagnosis	315	START	1590513712370	1590513712370
USER	VetWithoutDiagnosis	365	START	1590513712370	1590513712370
REQUEST	315		Home	1590513712371	1590513712372	OK	 
REQUEST	365		Home	1590513712371	1590513712372	OK	 
USER	VetWithDiagnosis	316	START	1590513712385	1590513712385
USER	VetWithoutDiagnosis	366	START	1590513712385	1590513712385
REQUEST	366		Home	1590513712386	1590513712387	OK	 
REQUEST	316		Home	1590513712386	1590513712387	OK	 
USER	VetWithoutDiagnosis	367	START	1590513712407	1590513712407
USER	VetWithDiagnosis	317	START	1590513712407	1590513712407
REQUEST	367		Home	1590513712407	1590513712410	OK	 
REQUEST	317		Home	1590513712407	1590513712410	OK	 
USER	VetWithoutDiagnosis	368	START	1590513712428	1590513712428
USER	VetWithDiagnosis	318	START	1590513712428	1590513712428
REQUEST	368		Home	1590513712429	1590513712431	OK	 
REQUEST	318		Home	1590513712429	1590513712431	OK	 
USER	VetWithoutDiagnosis	369	START	1590513712450	1590513712450
USER	VetWithDiagnosis	319	START	1590513712450	1590513712450
REQUEST	369		Home	1590513712450	1590513712452	OK	 
REQUEST	319		Home	1590513712450	1590513712452	OK	 
USER	VetWithDiagnosis	320	START	1590513712470	1590513712470
USER	VetWithoutDiagnosis	370	START	1590513712470	1590513712470
REQUEST	370		Home	1590513712471	1590513712473	OK	 
REQUEST	320		Home	1590513712471	1590513712473	OK	 
USER	VetWithDiagnosis	321	START	1590513712485	1590513712485
USER	VetWithoutDiagnosis	371	START	1590513712485	1590513712485
REQUEST	371		Home	1590513712486	1590513712488	OK	 
REQUEST	321		Home	1590513712486	1590513712488	OK	 
USER	VetWithDiagnosis	322	START	1590513712507	1590513712507
USER	VetWithoutDiagnosis	372	START	1590513712507	1590513712507
REQUEST	322		Home	1590513712507	1590513712509	OK	 
REQUEST	372		Home	1590513712507	1590513712509	OK	 
USER	VetWithoutDiagnosis	373	START	1590513712528	1590513712528
USER	VetWithDiagnosis	323	START	1590513712528	1590513712528
REQUEST	373		Home	1590513712529	1590513712531	OK	 
REQUEST	323		Home	1590513712529	1590513712531	OK	 
USER	VetWithDiagnosis	324	START	1590513712550	1590513712550
USER	VetWithoutDiagnosis	374	START	1590513712550	1590513712550
REQUEST	324		Home	1590513712550	1590513712552	OK	 
REQUEST	374		Home	1590513712550	1590513712552	OK	 
USER	VetWithDiagnosis	325	START	1590513712565	1590513712565
USER	VetWithoutDiagnosis	375	START	1590513712565	1590513712565
REQUEST	325		Home	1590513712566	1590513712567	OK	 
REQUEST	375		Home	1590513712566	1590513712567	OK	 
USER	VetWithDiagnosis	326	START	1590513712585	1590513712585
USER	VetWithoutDiagnosis	376	START	1590513712585	1590513712585
REQUEST	326		Home	1590513712586	1590513712587	OK	 
REQUEST	376		Home	1590513712586	1590513712587	OK	 
USER	VetWithoutDiagnosis	377	START	1590513712607	1590513712607
USER	VetWithDiagnosis	327	START	1590513712607	1590513712607
REQUEST	327		Home	1590513712608	1590513712611	OK	 
REQUEST	377		Home	1590513712608	1590513712611	OK	 
USER	VetWithoutDiagnosis	378	START	1590513712629	1590513712629
USER	VetWithDiagnosis	328	START	1590513712629	1590513712629
REQUEST	378		Home	1590513712630	1590513712632	OK	 
REQUEST	328		Home	1590513712630	1590513712632	OK	 
USER	VetWithoutDiagnosis	379	START	1590513712650	1590513712650
USER	VetWithDiagnosis	329	START	1590513712650	1590513712650
REQUEST	329		Home	1590513712650	1590513712653	OK	 
REQUEST	379		Home	1590513712650	1590513712653	OK	 
USER	VetWithoutDiagnosis	380	START	1590513712665	1590513712665
USER	VetWithDiagnosis	330	START	1590513712665	1590513712665
REQUEST	380		Home	1590513712666	1590513712668	OK	 
REQUEST	330		Home	1590513712666	1590513712668	OK	 
USER	VetWithDiagnosis	331	START	1590513712686	1590513712686
USER	VetWithoutDiagnosis	381	START	1590513712686	1590513712686
REQUEST	331		Home	1590513712686	1590513712688	OK	 
REQUEST	381		Home	1590513712686	1590513712688	OK	 
USER	VetWithDiagnosis	332	START	1590513712706	1590513712706
USER	VetWithoutDiagnosis	382	START	1590513712706	1590513712706
REQUEST	382		Home	1590513712707	1590513712709	OK	 
REQUEST	332		Home	1590513712707	1590513712709	OK	 
USER	VetWithoutDiagnosis	383	START	1590513712729	1590513712729
USER	VetWithDiagnosis	333	START	1590513712729	1590513712729
REQUEST	383		Home	1590513712729	1590513712731	OK	 
REQUEST	333		Home	1590513712729	1590513712731	OK	 
USER	VetWithDiagnosis	334	START	1590513712750	1590513712750
USER	VetWithoutDiagnosis	384	START	1590513712750	1590513712750
REQUEST	384		Home	1590513712750	1590513712752	OK	 
REQUEST	334		Home	1590513712750	1590513712752	OK	 
USER	VetWithoutDiagnosis	385	START	1590513712765	1590513712765
USER	VetWithDiagnosis	335	START	1590513712765	1590513712765
REQUEST	335		Home	1590513712766	1590513712767	OK	 
REQUEST	385		Home	1590513712766	1590513712767	OK	 
USER	VetWithDiagnosis	336	START	1590513712786	1590513712786
USER	VetWithoutDiagnosis	386	START	1590513712786	1590513712786
REQUEST	336		Home	1590513712786	1590513712788	OK	 
REQUEST	386		Home	1590513712786	1590513712788	OK	 
USER	VetWithoutDiagnosis	387	START	1590513712807	1590513712807
USER	VetWithDiagnosis	337	START	1590513712807	1590513712807
REQUEST	337		Home	1590513712808	1590513712811	OK	 
REQUEST	387		Home	1590513712808	1590513712811	OK	 
USER	VetWithoutDiagnosis	388	START	1590513712828	1590513712828
USER	VetWithDiagnosis	338	START	1590513712828	1590513712828
REQUEST	338		Home	1590513712828	1590513712830	OK	 
REQUEST	388		Home	1590513712828	1590513712830	OK	 
USER	VetWithDiagnosis	339	START	1590513712849	1590513712849
USER	VetWithoutDiagnosis	389	START	1590513712849	1590513712849
REQUEST	339		Home	1590513712849	1590513712851	OK	 
REQUEST	389		Home	1590513712849	1590513712851	OK	 
USER	VetWithDiagnosis	340	START	1590513712869	1590513712869
USER	VetWithoutDiagnosis	390	START	1590513712869	1590513712869
REQUEST	340		Home	1590513712870	1590513712872	OK	 
REQUEST	390		Home	1590513712870	1590513712872	OK	 
USER	VetWithoutDiagnosis	391	START	1590513712890	1590513712890
USER	VetWithDiagnosis	341	START	1590513712890	1590513712890
REQUEST	391		Home	1590513712890	1590513712893	OK	 
REQUEST	341		Home	1590513712890	1590513712893	OK	 
USER	VetWithDiagnosis	342	START	1590513712911	1590513712911
USER	VetWithoutDiagnosis	392	START	1590513712911	1590513712911
REQUEST	342		Home	1590513712912	1590513712914	OK	 
REQUEST	392		Home	1590513712912	1590513712914	OK	 
USER	VetWithDiagnosis	343	START	1590513712925	1590513712925
USER	VetWithoutDiagnosis	393	START	1590513712925	1590513712925
REQUEST	343		Home	1590513712926	1590513712928	OK	 
REQUEST	393		Home	1590513712926	1590513712928	OK	 
USER	VetWithDiagnosis	344	START	1590513712947	1590513712947
USER	VetWithoutDiagnosis	394	START	1590513712947	1590513712947
REQUEST	344		Home	1590513712947	1590513712949	OK	 
REQUEST	394		Home	1590513712947	1590513712949	OK	 
USER	VetWithDiagnosis	345	START	1590513712968	1590513712968
REQUEST	345		Home	1590513712968	1590513712971	OK	 
USER	VetWithoutDiagnosis	395	START	1590513712968	1590513712968
USER	VetWithoutDiagnosis	396	START	1590513712990	1590513712990
REQUEST	395		Home	1590513712988	1590513712990	OK	 
REQUEST	396		Home	1590513712990	1590513712993	OK	 
USER	VetWithDiagnosis	346	START	1590513712990	1590513712990
REQUEST	346		Home	1590513713004	1590513713006	OK	 
USER	VetWithDiagnosis	347	START	1590513713011	1590513713011
USER	VetWithoutDiagnosis	397	START	1590513713011	1590513713011
REQUEST	347		Home	1590513713011	1590513713013	OK	 
REQUEST	397		Home	1590513713011	1590513713013	OK	 
USER	VetWithDiagnosis	348	START	1590513713025	1590513713025
USER	VetWithoutDiagnosis	398	START	1590513713025	1590513713025
REQUEST	348		Home	1590513713026	1590513713029	OK	 
REQUEST	398		Home	1590513713026	1590513713029	OK	 
USER	VetWithDiagnosis	349	START	1590513713047	1590513713047
REQUEST	349		Home	1590513713047	1590513713049	OK	 
USER	VetWithoutDiagnosis	399	START	1590513713047	1590513713047
REQUEST	399		Home	1590513713062	1590513713064	OK	 
USER	VetWithDiagnosis	350	START	1590513713068	1590513713068
USER	VetWithoutDiagnosis	400	START	1590513713068	1590513713068
REQUEST	400		Home	1590513713068	1590513713070	OK	 
REQUEST	350		Home	1590513713068	1590513713070	OK	 
USER	VetWithDiagnosis	351	START	1590513713089	1590513713089
REQUEST	351		Home	1590513713089	1590513713091	OK	 
USER	VetWithoutDiagnosis	401	START	1590513713089	1590513713089
REQUEST	401		Home	1590513713104	1590513713106	OK	 
USER	VetWithoutDiagnosis	402	START	1590513713110	1590513713110
USER	VetWithDiagnosis	352	START	1590513713110	1590513713110
REQUEST	402		Home	1590513713111	1590513713125	OK	 
USER	VetWithDiagnosis	353	START	1590513713125	1590513713125
USER	VetWithoutDiagnosis	403	START	1590513713125	1590513713125
REQUEST	352		Home	1590513713124	1590513713126	OK	 
REQUEST	353		Home	1590513713126	1590513713128	OK	 
