ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History17OwnerPets	history17ownerpets	1590493698476	 	3.3.1
REQUEST	39		petclinic.css	1590493703863	1590493703920	OK	 
USER	AddPet	35	START	1590493704054	1590493704054
USER	EditPet	40	START	1590493704054	1590493704054
REQUEST	35		Home	1590493704054	1590493704100	OK	 
REQUEST	40		Home	1590493704054	1590493704102	OK	 
REQUEST	40		jquery-ui.min.css	1590493704107	1590493704140	OK	 
REQUEST	35		jquery-ui.min.css	1590493704107	1590493704141	OK	 
REQUEST	40		jquery-ui.theme.min.css	1590493704108	1590493704141	OK	 
REQUEST	35		jquery-ui.theme.min.css	1590493704108	1590493704144	OK	 
REQUEST	40		jquery.min.js	1590493704141	1590493704151	OK	 
REQUEST	35		jquery.min.js	1590493704142	1590493704155	OK	 
REQUEST	40		jquery-ui.min.js	1590493704143	1590493704155	OK	 
REQUEST	35		bootstrap.min.js	1590493704156	1590493704161	OK	 
REQUEST	35		jquery-ui.min.js	1590493704145	1590493704162	OK	 
REQUEST	40		bootstrap.min.js	1590493704152	1590493704163	OK	 
REQUEST	40		pets.png	1590493704110	1590493704166	OK	 
REQUEST	35		spring-pivotal-logo.png	1590493704110	1590493704166	OK	 
REQUEST	35		pets.png	1590493704109	1590493704166	OK	 
REQUEST	35		favicon.png	1590493704106	1590493704169	OK	 
REQUEST	40		petclinic.css	1590493704107	1590493704171	OK	 
REQUEST	40		favicon.png	1590493704106	1590493704172	OK	 
REQUEST	40		spring-pivotal-logo.png	1590493704111	1590493704173	OK	 
REQUEST	35		petclinic.css	1590493704106	1590493704174	OK	 
USER	AddPet	41	START	1590493704289	1590493704289
USER	EditPet	45	START	1590493704305	1590493704305
REQUEST	41		Home	1590493704292	1590493704314	OK	 
REQUEST	45		Home	1590493704307	1590493704319	OK	 
REQUEST	45		jquery-ui.theme.min.css	1590493704337	1590493704363	OK	 
REQUEST	45		jquery-ui.min.css	1590493704336	1590493704365	OK	 
REQUEST	41		jquery-ui.min.css	1590493704331	1590493704365	OK	 
REQUEST	41		jquery-ui.theme.min.css	1590493704333	1590493704367	OK	 
REQUEST	45		jquery.min.js	1590493704364	1590493704371	OK	 
REQUEST	41		jquery.min.js	1590493704366	1590493704377	OK	 
REQUEST	41		jquery-ui.min.js	1590493704368	1590493704380	OK	 
REQUEST	45		jquery-ui.min.js	1590493704366	1590493704381	OK	 
REQUEST	45		bootstrap.min.js	1590493704371	1590493704383	OK	 
REQUEST	45		petclinic.css	1590493704334	1590493704385	OK	 
REQUEST	41		bootstrap.min.js	1590493704378	1590493704386	OK	 
REQUEST	45		pets.png	1590493704337	1590493704386	OK	 
REQUEST	41		favicon.png	1590493704328	1590493704388	OK	 
REQUEST	45		favicon.png	1590493704333	1590493704388	OK	 
REQUEST	45		spring-pivotal-logo.png	1590493704338	1590493704389	OK	 
REQUEST	41		spring-pivotal-logo.png	1590493704343	1590493704390	OK	 
REQUEST	41		pets.png	1590493704335	1590493704391	OK	 
REQUEST	41		petclinic.css	1590493704329	1590493704394	OK	 
USER	EditPet	46	START	1590493704554	1590493704554
USER	AddPet	42	START	1590493704554	1590493704554
REQUEST	42		Home	1590493704555	1590493704568	OK	 
REQUEST	46		Home	1590493704555	1590493704568	OK	 
REQUEST	42		jquery-ui.min.css	1590493704583	1590493704614	OK	 
REQUEST	46		jquery-ui.min.css	1590493704583	1590493704616	OK	 
REQUEST	42		jquery-ui.theme.min.css	1590493704584	1590493704627	OK	 
REQUEST	46		jquery-ui.theme.min.css	1590493704584	1590493704628	OK	 
REQUEST	42		favicon.png	1590493704580	1590493704631	OK	 
REQUEST	46		petclinic.css	1590493704582	1590493704637	OK	 
REQUEST	42		jquery-ui.min.js	1590493704628	1590493704639	OK	 
REQUEST	46		jquery-ui.min.js	1590493704629	1590493704642	OK	 
REQUEST	42		bootstrap.min.js	1590493704631	1590493704644	OK	 
REQUEST	46		bootstrap.min.js	1590493704639	1590493704645	OK	 
REQUEST	42		jquery.min.js	1590493704615	1590493704647	OK	 
REQUEST	46		jquery.min.js	1590493704617	1590493704649	OK	 
REQUEST	46		pets.png	1590493704586	1590493704650	OK	 
REQUEST	46		spring-pivotal-logo.png	1590493704588	1590493704651	OK	 
REQUEST	42		pets.png	1590493704586	1590493704653	OK	 
REQUEST	42		petclinic.css	1590493704581	1590493704653	OK	 
REQUEST	42		spring-pivotal-logo.png	1590493704587	1590493704655	OK	 
REQUEST	46		favicon.png	1590493704580	1590493704656	OK	 
USER	AddPet	43	START	1590493704805	1590493704805
USER	EditPet	47	START	1590493704806	1590493704806
REQUEST	47		Home	1590493704807	1590493704816	OK	 
REQUEST	43		Home	1590493704807	1590493704817	OK	 
REQUEST	43		jquery-ui.min.css	1590493704828	1590493704847	OK	 
REQUEST	43		jquery-ui.theme.min.css	1590493704830	1590493704848	OK	 
REQUEST	47		jquery-ui.min.css	1590493704828	1590493704850	OK	 
REQUEST	47		jquery-ui.theme.min.css	1590493704830	1590493704851	OK	 
REQUEST	43		jquery.min.js	1590493704848	1590493704858	OK	 
REQUEST	47		jquery.min.js	1590493704850	1590493704860	OK	 
REQUEST	43		jquery-ui.min.js	1590493704849	1590493704861	OK	 
REQUEST	47		jquery-ui.min.js	1590493704852	1590493704864	OK	 
REQUEST	47		bootstrap.min.js	1590493704860	1590493704867	OK	 
REQUEST	43		bootstrap.min.js	1590493704858	1590493704867	OK	 
REQUEST	47		favicon.png	1590493704825	1590493704868	OK	 
REQUEST	43		petclinic.css	1590493704826	1590493704870	OK	 
REQUEST	43		pets.png	1590493704831	1590493704874	OK	 
REQUEST	47		spring-pivotal-logo.png	1590493704832	1590493704877	OK	 
REQUEST	43		favicon.png	1590493704826	1590493704877	OK	 
REQUEST	47		petclinic.css	1590493704827	1590493704879	OK	 
REQUEST	47		pets.png	1590493704831	1590493704881	OK	 
REQUEST	43		spring-pivotal-logo.png	1590493704832	1590493704881	OK	 
USER	EditPet	48	START	1590493705054	1590493705054
USER	AddPet	44	START	1590493705053	1590493705053
REQUEST	44		Home	1590493705054	1590493705057	OK	 
REQUEST	48		Home	1590493705054	1590493705057	OK	 
REQUEST	48		jquery-ui.min.css	1590493705079	1590493705093	OK	 
REQUEST	44		jquery-ui.min.css	1590493705079	1590493705095	OK	 
REQUEST	48		jquery-ui.theme.min.css	1590493705080	1590493705097	OK	 
REQUEST	44		petclinic.css	1590493705079	1590493705102	OK	 
REQUEST	48		jquery.min.js	1590493705094	1590493705102	OK	 
REQUEST	48		petclinic.css	1590493705079	1590493705104	OK	 
REQUEST	44		jquery.min.js	1590493705096	1590493705107	OK	 
REQUEST	48		bootstrap.min.js	1590493705103	1590493705110	OK	 
REQUEST	48		jquery-ui.min.js	1590493705098	1590493705114	OK	 
REQUEST	44		bootstrap.min.js	1590493705107	1590493705116	OK	 
REQUEST	48		spring-pivotal-logo.png	1590493705081	1590493705117	OK	 
REQUEST	44		spring-pivotal-logo.png	1590493705081	1590493705117	OK	 
REQUEST	44		pets.png	1590493705080	1590493705118	OK	 
REQUEST	44		favicon.png	1590493705078	1590493705119	OK	 
REQUEST	44		jquery-ui.min.js	1590493705103	1590493705127	OK	 
REQUEST	44		jquery-ui.theme.min.css	1590493705080	1590493705129	OK	 
REQUEST	48		pets.png	1590493705080	1590493705133	OK	 
REQUEST	48		favicon.png	1590493705078	1590493705135	OK	 
USER	AddPet	49	START	1590493705237	1590493705237
REQUEST	49		Home	1590493705238	1590493705242	OK	 
USER	EditPet	54	START	1590493705252	1590493705252
REQUEST	54		Home	1590493705253	1590493705261	OK	 
REQUEST	49		jquery-ui.min.css	1590493705249	1590493705264	OK	 
REQUEST	49		jquery-ui.theme.min.css	1590493705250	1590493705267	OK	 
REQUEST	49		jquery.min.js	1590493705265	1590493705280	OK	 
REQUEST	54		jquery-ui.theme.min.css	1590493705266	1590493705283	OK	 
REQUEST	54		jquery-ui.min.css	1590493705265	1590493705286	OK	 
REQUEST	49		jquery-ui.min.js	1590493705268	1590493705294	OK	 
REQUEST	49		bootstrap.min.js	1590493705280	1590493705295	OK	 
REQUEST	54		jquery.min.js	1590493705284	1590493705296	OK	 
REQUEST	49		favicon.png	1590493705248	1590493705299	OK	 
REQUEST	54		jquery-ui.min.js	1590493705286	1590493705302	OK	 
REQUEST	54		bootstrap.min.js	1590493705297	1590493705303	OK	 
REQUEST	54		petclinic.css	1590493705265	1590493705303	OK	 
REQUEST	54		pets.png	1590493705267	1590493705304	OK	 
REQUEST	54		spring-pivotal-logo.png	1590493705267	1590493705305	OK	 
REQUEST	49		pets.png	1590493705251	1590493705305	OK	 
REQUEST	49		spring-pivotal-logo.png	1590493705252	1590493705306	OK	 
REQUEST	54		favicon.png	1590493705264	1590493705306	OK	 
REQUEST	49		petclinic.css	1590493705249	1590493705307	OK	 
USER	AddPet	50	START	1590493705438	1590493705438
REQUEST	50		Home	1590493705438	1590493705441	OK	 
REQUEST	50		jquery-ui.min.css	1590493705446	1590493705457	OK	 
REQUEST	50		jquery-ui.theme.min.css	1590493705446	1590493705458	OK	 
USER	EditPet	55	START	1590493705465	1590493705465
REQUEST	50		jquery.min.js	1590493705458	1590493705470	OK	 
REQUEST	50		jquery-ui.min.js	1590493705460	1590493705472	OK	 
REQUEST	55		Home	1590493705465	1590493705473	OK	 
REQUEST	50		petclinic.css	1590493705445	1590493705481	OK	 
REQUEST	50		bootstrap.min.js	1590493705470	1590493705484	OK	 
REQUEST	55		jquery-ui.min.css	1590493705480	1590493705491	OK	 
REQUEST	55		jquery-ui.theme.min.css	1590493705480	1590493705495	OK	 
REQUEST	55		favicon.png	1590493705479	1590493705498	OK	 
REQUEST	50		favicon.png	1590493705444	1590493705500	OK	 
REQUEST	55		jquery.min.js	1590493705492	1590493705502	OK	 
REQUEST	55		jquery-ui.min.js	1590493705496	1590493705505	OK	 
REQUEST	55		spring-pivotal-logo.png	1590493705482	1590493705505	OK	 
REQUEST	55		bootstrap.min.js	1590493705499	1590493705506	OK	 
REQUEST	50		spring-pivotal-logo.png	1590493705447	1590493705506	OK	 
REQUEST	55		petclinic.css	1590493705479	1590493705507	OK	 
REQUEST	55		pets.png	1590493705481	1590493705510	OK	 
REQUEST	50		pets.png	1590493705446	1590493705512	OK	 
USER	AddPet	51	START	1590493705638	1590493705638
REQUEST	51		Home	1590493705639	1590493705644	OK	 
REQUEST	51		favicon.png	1590493705647	1590493705652	OK	 
REQUEST	51		jquery.min.js	1590493705652	1590493705661	OK	 
USER	EditPet	56	START	1590493705665	1590493705665
REQUEST	51		jquery-ui.theme.min.css	1590493705648	1590493705666	OK	 
REQUEST	51		jquery-ui.min.css	1590493705648	1590493705667	OK	 
REQUEST	56		Home	1590493705665	1590493705672	OK	 
REQUEST	51		jquery-ui.min.js	1590493705662	1590493705672	OK	 
REQUEST	51		spring-pivotal-logo.png	1590493705650	1590493705674	OK	 
REQUEST	51		bootstrap.min.js	1590493705666	1590493705675	OK	 
REQUEST	51		pets.png	1590493705649	1590493705679	OK	 
REQUEST	56		pets.png	1590493705679	1590493705688	OK	 
REQUEST	56		petclinic.css	1590493705675	1590493705689	OK	 
REQUEST	56		spring-pivotal-logo.png	1590493705679	1590493705691	OK	 
REQUEST	51		petclinic.css	1590493705647	1590493705691	OK	 
REQUEST	56		jquery.min.js	1590493705688	1590493705697	OK	 
REQUEST	56		jquery-ui.min.css	1590493705677	1590493705699	OK	 
REQUEST	56		bootstrap.min.js	1590493705691	1590493705700	OK	 
REQUEST	56		jquery-ui.min.js	1590493705690	1590493705700	OK	 
REQUEST	56		favicon.png	1590493705675	1590493705701	OK	 
REQUEST	56		jquery-ui.theme.min.css	1590493705678	1590493705703	OK	 
USER	AddPet	52	START	1590493705854	1590493705854
REQUEST	52		Home	1590493705855	1590493705861	OK	 
REQUEST	52		favicon.png	1590493705866	1590493705874	OK	 
REQUEST	52		jquery-ui.min.css	1590493705868	1590493705889	OK	 
REQUEST	52		jquery-ui.theme.min.css	1590493705869	1590493705891	OK	 
REQUEST	52		jquery.min.js	1590493705875	1590493705894	OK	 
USER	EditPet	57	START	1590493705896	1590493705896
REQUEST	52		bootstrap.min.js	1590493705892	1590493705900	OK	 
REQUEST	57		Home	1590493705896	1590493705901	OK	 
REQUEST	52		pets.png	1590493705869	1590493705902	OK	 
REQUEST	52		jquery-ui.min.js	1590493705890	1590493705902	OK	 
REQUEST	52		spring-pivotal-logo.png	1590493705870	1590493705904	OK	 
REQUEST	57		jquery-ui.min.css	1590493705905	1590493705917	OK	 
REQUEST	57		jquery-ui.theme.min.css	1590493705906	1590493705918	OK	 
REQUEST	57		petclinic.css	1590493705905	1590493705920	OK	 
REQUEST	57		jquery.min.js	1590493705918	1590493705924	OK	 
REQUEST	57		bootstrap.min.js	1590493705921	1590493705927	OK	 
REQUEST	57		jquery-ui.min.js	1590493705919	1590493705928	OK	 
REQUEST	52		petclinic.css	1590493705867	1590493705930	OK	 
REQUEST	57		favicon.png	1590493705904	1590493705931	OK	 
REQUEST	57		spring-pivotal-logo.png	1590493705907	1590493705932	OK	 
REQUEST	57		pets.png	1590493705907	1590493705933	OK	 
USER	AddPet	53	START	1590493706054	1590493706054
REQUEST	53		Home	1590493706055	1590493706062	OK	 
REQUEST	53		jquery-ui.theme.min.css	1590493706069	1590493706085	OK	 
USER	EditPet	58	START	1590493706087	1590493706087
REQUEST	53		favicon.png	1590493706066	1590493706098	OK	 
REQUEST	58		Home	1590493706088	1590493706098	OK	 
REQUEST	53		jquery.min.js	1590493706087	1590493706104	OK	 
REQUEST	53		jquery-ui.min.js	1590493706098	1590493706116	OK	 
REQUEST	53		bootstrap.min.js	1590493706104	1590493706116	OK	 
REQUEST	58		jquery-ui.min.css	1590493706105	1590493706121	OK	 
REQUEST	53		jquery-ui.min.css	1590493706068	1590493706122	OK	 
REQUEST	58		jquery-ui.theme.min.css	1590493706106	1590493706122	OK	 
REQUEST	58		favicon.png	1590493706104	1590493706124	OK	 
REQUEST	58		petclinic.css	1590493706104	1590493706130	OK	 
REQUEST	58		jquery.min.js	1590493706122	1590493706132	OK	 
REQUEST	58		bootstrap.min.js	1590493706125	1590493706135	OK	 
REQUEST	58		jquery-ui.min.js	1590493706122	1590493706141	OK	 
REQUEST	53		petclinic.css	1590493706067	1590493706145	OK	 
REQUEST	53		pets.png	1590493706070	1590493706147	OK	 
REQUEST	53		spring-pivotal-logo.png	1590493706070	1590493706147	OK	 
REQUEST	58		spring-pivotal-logo.png	1590493706108	1590493706149	OK	 
REQUEST	58		pets.png	1590493706107	1590493706150	OK	 
USER	EditPet	64	START	1590493706277	1590493706277
USER	AddPet	59	START	1590493706277	1590493706277
REQUEST	59		Home	1590493706278	1590493706282	OK	 
REQUEST	64		Home	1590493706278	1590493706282	OK	 
REQUEST	64		jquery-ui.theme.min.css	1590493706286	1590493706302	OK	 
REQUEST	59		jquery-ui.min.css	1590493706285	1590493706303	OK	 
REQUEST	59		jquery-ui.theme.min.css	1590493706286	1590493706306	OK	 
REQUEST	64		jquery-ui.min.css	1590493706285	1590493706308	OK	 
REQUEST	64		favicon.png	1590493706284	1590493706313	OK	 
REQUEST	59		favicon.png	1590493706284	1590493706313	OK	 
REQUEST	59		jquery-ui.min.js	1590493706306	1590493706318	OK	 
REQUEST	64		bootstrap.min.js	1590493706313	1590493706319	OK	 
REQUEST	64		jquery.min.js	1590493706302	1590493706320	OK	 
REQUEST	64		jquery-ui.min.js	1590493706310	1590493706320	OK	 
REQUEST	59		pets.png	1590493706286	1590493706321	OK	 
REQUEST	64		pets.png	1590493706286	1590493706322	OK	 
REQUEST	64		spring-pivotal-logo.png	1590493706287	1590493706324	OK	 
REQUEST	59		jquery.min.js	1590493706304	1590493706329	OK	 
REQUEST	64		petclinic.css	1590493706285	1590493706329	OK	 
REQUEST	59		spring-pivotal-logo.png	1590493706287	1590493706331	OK	 
REQUEST	59		bootstrap.min.js	1590493706313	1590493706332	OK	 
REQUEST	59		petclinic.css	1590493706285	1590493706333	OK	 
USER	EditPet	65	START	1590493706474	1590493706474
USER	AddPet	60	START	1590493706474	1590493706474
REQUEST	65		Home	1590493706475	1590493706482	OK	 
REQUEST	60		Home	1590493706475	1590493706482	OK	 
REQUEST	60		jquery-ui.min.css	1590493706517	1590493706530	OK	 
REQUEST	65		jquery-ui.theme.min.css	1590493706517	1590493706536	OK	 
REQUEST	65		jquery-ui.min.css	1590493706517	1590493706537	OK	 
REQUEST	60		jquery.min.js	1590493706531	1590493706540	OK	 
REQUEST	65		jquery.min.js	1590493706537	1590493706546	OK	 
REQUEST	60		favicon.png	1590493706516	1590493706549	OK	 
REQUEST	65		favicon.png	1590493706515	1590493706550	OK	 
REQUEST	65		jquery-ui.min.js	1590493706538	1590493706551	OK	 
REQUEST	65		bootstrap.min.js	1590493706546	1590493706554	OK	 
REQUEST	60		jquery-ui.min.js	1590493706540	1590493706554	OK	 
REQUEST	60		jquery-ui.theme.min.css	1590493706518	1590493706555	OK	 
REQUEST	60		bootstrap.min.js	1590493706550	1590493706556	OK	 
REQUEST	65		spring-pivotal-logo.png	1590493706518	1590493706557	OK	 
REQUEST	60		spring-pivotal-logo.png	1590493706519	1590493706557	OK	 
REQUEST	60		petclinic.css	1590493706517	1590493706561	OK	 
REQUEST	65		pets.png	1590493706518	1590493706562	OK	 
REQUEST	60		pets.png	1590493706518	1590493706564	OK	 
REQUEST	65		petclinic.css	1590493706516	1590493706565	OK	 
USER	AddPet	61	START	1590493706674	1590493706674
USER	EditPet	66	START	1590493706674	1590493706674
REQUEST	61		Home	1590493706674	1590493706679	OK	 
REQUEST	66		Home	1590493706674	1590493706679	OK	 
REQUEST	61		jquery-ui.theme.min.css	1590493706683	1590493706699	OK	 
REQUEST	61		jquery-ui.min.css	1590493706682	1590493706701	OK	 
REQUEST	66		jquery-ui.theme.min.css	1590493706683	1590493706706	OK	 
REQUEST	61		jquery.min.js	1590493706699	1590493706710	OK	 
REQUEST	66		jquery-ui.min.css	1590493706682	1590493706714	OK	 
REQUEST	66		jquery.min.js	1590493706706	1590493706716	OK	 
REQUEST	61		jquery-ui.min.js	1590493706702	1590493706721	OK	 
REQUEST	66		bootstrap.min.js	1590493706717	1590493706728	OK	 
REQUEST	66		jquery-ui.min.js	1590493706715	1590493706730	OK	 
REQUEST	66		petclinic.css	1590493706682	1590493706733	OK	 
REQUEST	61		spring-pivotal-logo.png	1590493706684	1590493706736	OK	 
REQUEST	61		petclinic.css	1590493706682	1590493706738	OK	 
REQUEST	66		spring-pivotal-logo.png	1590493706684	1590493706743	OK	 
REQUEST	61		bootstrap.min.js	1590493706711	1590493706746	OK	 
REQUEST	66		favicon.png	1590493706682	1590493706747	OK	 
REQUEST	66		pets.png	1590493706683	1590493706749	OK	 
REQUEST	61		pets.png	1590493706683	1590493706752	OK	 
REQUEST	61		favicon.png	1590493706682	1590493706754	OK	 
USER	EditPet	67	START	1590493706879	1590493706879
USER	AddPet	62	START	1590493706879	1590493706879
REQUEST	62		Home	1590493706879	1590493706883	OK	 
REQUEST	67		Home	1590493706879	1590493706883	OK	 
REQUEST	67		favicon.png	1590493706885	1590493706907	OK	 
REQUEST	62		jquery-ui.theme.min.css	1590493706891	1590493706908	OK	 
REQUEST	62		jquery-ui.min.css	1590493706891	1590493706910	OK	 
REQUEST	67		jquery-ui.theme.min.css	1590493706886	1590493706911	OK	 
REQUEST	62		favicon.png	1590493706890	1590493706913	OK	 
REQUEST	62		jquery-ui.min.js	1590493706911	1590493706922	OK	 
REQUEST	62		bootstrap.min.js	1590493706913	1590493706923	OK	 
REQUEST	67		jquery-ui.min.js	1590493706912	1590493706923	OK	 
REQUEST	67		jquery.min.js	1590493706908	1590493706928	OK	 
REQUEST	67		bootstrap.min.js	1590493706924	1590493706932	OK	 
REQUEST	62		jquery.min.js	1590493706909	1590493706932	OK	 
REQUEST	67		jquery-ui.min.css	1590493706886	1590493706936	OK	 
REQUEST	62		spring-pivotal-logo.png	1590493706894	1590493706939	OK	 
REQUEST	62		petclinic.css	1590493706890	1590493706945	OK	 
REQUEST	67		pets.png	1590493706887	1590493706946	OK	 
REQUEST	67		spring-pivotal-logo.png	1590493706887	1590493706948	OK	 
REQUEST	67		petclinic.css	1590493706885	1590493706949	OK	 
REQUEST	62		pets.png	1590493706893	1590493706950	OK	 
USER	EditPet	68	START	1590493707079	1590493707079
USER	AddPet	63	START	1590493707079	1590493707079
REQUEST	63		Home	1590493707081	1590493707084	OK	 
REQUEST	68		Home	1590493707080	1590493707084	OK	 
REQUEST	68		jquery-ui.theme.min.css	1590493707088	1590493707110	OK	 
REQUEST	63		jquery-ui.theme.min.css	1590493707088	1590493707115	OK	 
REQUEST	63		jquery-ui.min.css	1590493707087	1590493707117	OK	 
REQUEST	68		jquery-ui.min.css	1590493707087	1590493707117	OK	 
REQUEST	68		jquery.min.js	1590493707111	1590493707118	OK	 
REQUEST	63		favicon.png	1590493707086	1590493707120	OK	 
REQUEST	63		jquery.min.js	1590493707116	1590493707127	OK	 
REQUEST	63		bootstrap.min.js	1590493707121	1590493707129	OK	 
REQUEST	63		jquery-ui.min.js	1590493707118	1590493707130	OK	 
REQUEST	68		jquery-ui.min.js	1590493707118	1590493707133	OK	 
REQUEST	68		bootstrap.min.js	1590493707118	1590493707134	OK	 
REQUEST	63		petclinic.css	1590493707087	1590493707136	OK	 
REQUEST	68		spring-pivotal-logo.png	1590493707089	1590493707137	OK	 
REQUEST	63		spring-pivotal-logo.png	1590493707089	1590493707137	OK	 
REQUEST	68		petclinic.css	1590493707087	1590493707139	OK	 
REQUEST	63		pets.png	1590493707089	1590493707140	OK	 
REQUEST	68		favicon.png	1590493707086	1590493707144	OK	 
REQUEST	68		pets.png	1590493707089	1590493707145	OK	 
USER	AddPet	69	START	1590493707297	1590493707297
USER	EditPet	73	START	1590493707297	1590493707297
REQUEST	69		Home	1590493707298	1590493707301	OK	 
REQUEST	73		Home	1590493707298	1590493707301	OK	 
REQUEST	73		jquery-ui.min.css	1590493707304	1590493707339	OK	 
REQUEST	73		jquery-ui.theme.min.css	1590493707305	1590493707345	OK	 
REQUEST	69		jquery-ui.min.css	1590493707313	1590493707348	OK	 
REQUEST	73		jquery.min.js	1590493707340	1590493707357	OK	 
REQUEST	73		jquery-ui.min.js	1590493707346	1590493707364	OK	 
REQUEST	69		jquery-ui.theme.min.css	1590493707314	1590493707365	OK	 
REQUEST	73		bootstrap.min.js	1590493707357	1590493707367	OK	 
